sku,name,configurable_products,color,description,short_description,price,image,thumbnail,small_image,configurable_option,configurable_option_value,category_ids,store,websites,attribute_set,type,status,tax_class_id,visibility,has_options,weight,is_in_stock,qty
380,Green elastic waist pant,"5380-6M,5380-9M,5380-12M,5380-18M,5380-2T,5380-3T,5380-4T,5380-5Y,5380-6Y,5380-7Y,380-8Y",Green,Green elastic waist pant,Green elastic waist pant,27,/380.jpg,/380.jpg,/380.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 95, 10, 109",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5268,Dark floral skirt,"5268-2T,5268-3T,5268-4T,5268-5Y,5268-6Y,5268-7Y,5268-8Y",Black,Dark floral skirt,Dark floral skirt,20,/5268.jpg,/5268.jpg,/5268.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"37, 118",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5269,Dark floral dress with tie shoulders,"5269-2T,5269-3T,5269-4T,5269-5Y,5269-6Y,5269-7Y,5269-8Y",Black,Dark floral dress with tie shoulders,Dark floral dress with tie shoulders,25,/5269.jpg,/5269.jpg,/5269.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"37, 65",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5270,"Red Stretchie Pant
","5270-6M,5270-9M,5270-12M,5270-18M,5270-2T,5270-3T,5270-4T,5270-5Y,5270-6Y,5270-7Y,5270-8Y",Red,"Red Stretchie Pant
","Red Stretchie Pant
",16,/5270.jpg,/5270.jpg,/5270.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5271,"Hot Pink Stretchie Pant
","5271-6M,5271-9M,5271-12M,5271-18M,5271-2T,5271-3T,5271-4T,5271-5Y,5271-6Y,5271-7Y,5271-8Y",Pink,"Hot Pink Stretchie Pant
","Hot Pink Stretchie Pant
",16,/5271.jpg,/5271.jpg,/5271.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5272,"Purple Stretchie Pant
","5272-6M,5272-9M,5272-12M,5272-18M,5272-2T,5272-3T,5272-4T,5272-5Y",Purple,"Purple Stretchie Pant
","Purple Stretchie Pant
",16,/5272.jpg,/5272.jpg,/5272.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5275,"Black Stretchie Pant
","5275-6M,5275-9M,5275-12M,5275-18M,5275-2T,5275-3T,5275-4T,5275-5Y,5275-6Y,5275-7Y,5275-8Y",Black,"Black Stretchie Pant
","Black Stretchie Pant
",16,/5275.jpg,/5275.jpg,/5275.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5276,"Silver Gray Stretchie Pant
","5276-6M,5276-9M,5276-12M,5276-18M,5276-2T,5276-3T,5276-4T,5276-5Y,5276-6Y,5276-7Y,5276-8Y",Silver,"Silver Gray Stretchie Pant
","Silver Gray Stretchie Pant
",16,/5276.jpg,/5276.jpg,/5276.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5279,"Red Jeggings
","5279-3M,5279-6M,5279-9M,5279-12M,5279-18M,5279-2T,5279-3T,5279-4T,5279-5Y,5279-6Y,5279-7Y,5279-8Y",Red,"Red Jeggings
","Red Jeggings
",18,/5279.jpg,/5279.jpg,/5279.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5280,Gathered waist coral skirt with buttons,"5280-2T,5280-3T,5280-4T,5280-5Y,5280-6Y,5280-7Y,5280-8Y,5280-10Y,5280-12Y,5280-14Y,5280-16Y",Coral,Gathered waist coral skirt with buttons,Gathered waist coral skirt with buttons,20,/5280.jpg,/5280.jpg,/5280.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"37, 118",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5285,Gathered waist red skirt with buttons,"5285-2T,5285-3T,5285-4T,5285-5Y,5285-6Y,5285-7Y,5285-8Y,5285-10Y,5285-12Y,5285-14Y,5285-16Y",Red,Gathered waist red skirt with buttons,Gathered waist red skirt with buttons,20,/5285.jpg,/5285.jpg,/5285.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"37, 118",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5292,Solid pink chino skirt,"5292-2T,5292-3T,5292-4T,5292-5Y,5292-6Y,5292-7Y,5292-8Y,5292-10Y,5292-12Y,5292-14Y",Pink,Solid pink chino skirt,Solid pink chino skirt,20,/5292.jpg,/5292.jpg,/5292.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"37, 118",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5299,Solid Dark blue denim skirt,"5299-2T,5299-3T,5299-4T,5299-5Y,5299-6Y,5299-7Y,5299-8Y,5299-10Y,5299-12Y,5299-14Y,5299-16Y",Blue,Solid Dark blue denim skirt,Solid Dark blue denim skirt,15,/5299.jpg,/5299.jpg,/5299.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"37, 118",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5304,Denim top with tie,"5304-6M,5304-9M,5304-12M,5304-18M,5304-2T,5304-3T,5304-4T,5304-5Y",Denim,Denim top with tie,Denim top with tie,20,/5304.jpg,/5304.jpg,/5304.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 52, 37, 116",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5308,"Blue Jeggings
","5308-6M,5308-9M,5308-12M,5308-18M,5308-2T,5308-3T,5308-4T,5308-5Y,5308-6Y,5308-7Y,5308-8Y",Blue,"Blue Jeggings
","Blue Jeggings
",18,/5308.jpg,/5308.jpg,/5308.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5309,"Dark Denim Jeggings
","5309-6M,5309-9M,5309-12M,5309-18M",Denim,"Dark Denim Jeggings
","Dark Denim Jeggings
",18,/5309.jpg,/5309.jpg,/5309.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5313,"Pink Stretchie Pant
","5313-6M,5313-9M,5313-12M,5313-18M,5313-2T,5313-3T,5313-4T,5313-5Y",Pink,"Pink Stretchie Pant
","Pink Stretchie Pant
",16,/5313.jpg,/5313.jpg,/5313.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5314,White horse button down,"53146M,5314-9M,5314-12M,5314-18M,5314-2T,5314-3T,5314-4T",White,White horse button down,White horse button down,32,/5314.jpg,/5314.jpg,/5314.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 87, 10, 43",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5315,White Mandrian Collar with Blue Dots,"5315-6M,5315-9M,5315-12M,5315-18M,5315-2T,5315-3T,5315-4T,5315-5Y,5315-6Y,5315-7Y,5315-8Y",White,White Mandrian Collar with Blue Dots,White Mandrian Collar with Blue Dots,32,/5315.jpg,/5315.jpg,/5315.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 87, 10, 43",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5316,Blue Mandrian Collar with Blue Dots,"5316-6M,5316-9M,5316-12M,5316-18M,5316-2T,5316-3T,5316-4T,5316-5Y,5316-6Y,5316-7Y,5316-8Y",Blue,Blue Mandrian Collar with Blue Dots,Blue Mandrian Collar with Blue Dots,32,/5316.jpg,/5316.jpg,/5316.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 87, 10, 43",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5318,Lt Grey Polo Shirt,"5318-12M,5318-18M,5318-2T,5318-3T,5318-4T,5318-5Y,5318-6Y,5318-7Y,5318-8Y",Grey,Lt Grey Polo Shirt,Lt Grey Polo Shirt,19,/5318.jpg,/5318.jpg,/5318.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 87, 10, 43",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5319,Florescent Yellow Polo Shirt,"5319-12M,5319-18M,5319-2T,5319-3T,5319-4T,5319-5Y,5319-6Y,5319-7Y,5319-8Y",Yellow,Florescent Yellow Polo Shirt,Florescent Yellow Polo Shirt,19,/5319.jpg,/5319.jpg,/5319.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 87, 10, 43",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5320,Blue Polo Shirt,"5320-12M,5320-18M,5320-2T,5320-3T,5320-4T,5320-5Y,5320-6Y,5320-7Y,5320-8Y",Blue,Blue Polo Shirt,Blue Polo Shirt,19,/5320.jpg,/5320.jpg,/5320.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 87, 10, 43",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5325,Blue Denim Heart Ruffle Shirt,"5325-3M,5325-6M,5325-9M,5325-12M,5325-18M,5325-2T,5325-3T,5325-4T,5325-5Y,5325-6Y,5325-7Y,5325-8Y",Denim,Blue Denim Heart Ruffle Shirt,Blue Denim Heart Ruffle Shirt,15,/5325.jpg,/5325.jpg,/5325.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 52, 37, 116",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5328,Polka Dot Skirt,"5328-12M,5328-18M,5328-2T,5328-3T",Black,Polka Dot Skirt,Polka Dot Skirt,15,/5328.jpg,/5328.jpg,/5328.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 56, 37, 118",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5329,Blue Chambray shirt with Turquise Trim,"5329-12M,5329-18M,5329-2T,5329-3T,5329-4T,5329-5Y,5329-6Y,5329-7Y,5329-8Y",Blue,Blue Chambray shirt with Turquise Trim,Blue Chambray shirt with Turquise Trim,32,/5329.jpg,/5329.jpg,/5329.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 87, 10, 43",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5333,Purple Short Sleeve Ruffle Bodysuit ,"5333-6M,5333-12M,5333-18M",Purple,Purple Short Sleeve Ruffle Bodysuit ,Purple Short Sleeve Ruffle Bodysuit ,15,/5333.jpg,/5333.jpg,/5333.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 94",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5334,Hot Pink Short Sleeve Ruffle Bodysuit ,"5334-6M,5334-12M,5334-18M",Pink,Hot Pink Short Sleeve Ruffle Bodysuit ,Hot Pink Short Sleeve Ruffle Bodysuit ,15,/5334.jpg,/5334.jpg,/5334.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 94",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5335,White Short Sleeve Ruffle Bodysuit ,"5335-6M,5335-12M,5335-18M",White,White Short Sleeve Ruffle Bodysuit ,White Short Sleeve Ruffle Bodysuit ,15,/5335.jpg,/5335.jpg,/5335.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 94",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5336,Purple Ruffle Tunic Tank ,"5336-6M,5336-12M,5336-18M,5336-24M,5336-2T,5336-3T,5336-4T",PUrple,Purple Ruffle Tunic Tank ,Purple Ruffle Tunic Tank ,19,/5336.jpg,/5336.jpg,/5336.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 52, 37, 116",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5337,Hot Pink Ruffle Tunic Tank ,"5337-6M,5337-12M,5337-18M,5337-24M,5337-2T,5337-3T,5337-4T",Pink,Hot Pink Ruffle Tunic Tank ,Hot Pink Ruffle Tunic Tank ,19,/5337.jpg,/5337.jpg,/5337.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 52, 37, 116",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5338,White Ruffle Tunic Tank ,"5338-6M,5338-12M,5338-18M,5338-24M,5338-2T,5338-3T,5338-4T",White,White Ruffle Tunic Tank ,White Ruffle Tunic Tank ,19,/5338.jpg,/5338.jpg,/5338.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 52, 37, 116",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5347,Black polka dot top,"5347-3M,5347-6M,5347-9M,5347-12M,5347-18M,5347-2T,5347-3T",Black,Black polka dot top,Black polka dot top,15,/5347.jpg,/5347.jpg,/5347.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 52, 37, 116",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5368,Purple Ruffle Tunic Pant ,"5368-6M,5368-12M,5368-18M,5368-24M",PUrple,Purple Ruffle Tunic Pant ,Purple Ruffle Tunic Pant ,13,/5368.jpg,/5368.jpg,/5368.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5369,Hot Pink Ruffle Tunic Pant ,"5369-6M,5369-12M,5369-18M,5369-24M,5369-2T,5369-3T,5369-4T",Pink,Hot Pink Ruffle Tunic Pant ,Hot Pink Ruffle Tunic Pant ,13,/5369.jpg,/5369.jpg,/5369.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5376,Green Elastic Waist short,"5376-6M,5376-9M,5376-12M,5376-18M,5376-2T,5376-3T,5376-4T,5376-5Y,5376-6Y,5376-7Y,5376-8Y",Green,Green Elastic Waist short,Green Elastic Waist short,20,/5376.jpg,/5376.jpg,/5376.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35 ,52, 89, 10, 96",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5377,Khaki elastic waist short,"5377-6M,5377-9M,5377-12M,5377-18M,5377-2T,5377-3T,5377-4T,5377-5Y,5377-6Y,5377-7Y,5377-8Y",Khaki,Khaki elastic waist short,Khaki elastic waist short,20,/5377.jpg,/5377.jpg,/5377.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35 ,52, 89, 10, 96",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5378,Neon Yellow Elastic waist short,"5378-6M,5378-9M,5378-12M,5378-18M,5378-2T,5378-3T,5378-4T,5378-5Y,5378-6Y,5378-7Y,5378-8Y",Yellow,Neon Yellow Elastic waist short,Neon Yellow Elastic waist short,20,/5378.jpg,/5378.jpg,/5378.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35 ,52, 89, 10, 96",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5379,Navy Elastic waist short,"5379-6M,5379-9M,5379-12M,5379-18M,5379-2T,5379-3T,5379-4T,5379-5Y,5379-6Y,5379-7Y,5379-8Y",Navy,Navy Elastic waist short,Navy Elastic waist short,20,/5379.jpg,/5379.jpg,/5379.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35 ,52, 89, 10, 96",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5380,Green elastic waist pant,"5380-6M,5380-9M,5380-12M,5380-18M,5380-2T,5380-3T,5380-4T,5380-5Y,5380-6Y,5380-7Y",Green,Green elastic waist pant,Green elastic waist pant,23,/5380.jpg,/5380.jpg,/5380.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 95, 10, 109",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5381,Khaki elastic waist pant,"5381-6M,5381-9M,5381-12M,5381-18M,5381-2T,5381-3T,5381-4T,5381-5Y,5381-6Y,5381-7Y,5381-8Y",Khaki,Khaki elastic waist pant,Khaki elastic waist pant,23,/5381.jpg,/5381.jpg,/5381.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 95, 10, 109",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5382,Neon Yellow elastic waist pant,"5382-6M,5382-9M,5382-12M,5382-18M,5382-2T,5382-3T,5382-4T,5382-5Y,5382-6Y,5382-7Y,5382-8Y",Yellow,Neon Yellow elastic waist pant,Neon Yellow elastic waist pant,23,/5382.jpg,/5382.jpg,/5382.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 95, 10, 109",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5383,Navy elastic waist pant,"5383-6M,5383-9M,5383-12M,5383-18M,5383-2T,5383-3T,5383-4T,5383-5Y,5383-6Y,5383-7Y,5383-8Y",Navy,Navy elastic waist pant,Navy elastic waist pant,23,/5383.jpg,/5383.jpg,/5383.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 52, 95, 10, 109",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5384,White Chino Short,"5384-6M,5384-9M,5384-12M,5384-18M,5384-2T,5384-3T,5384-4T,5384-5Y,5384-6Y,5384-7Y,5384-8Y",White ,White Chino Short,White Chino Short,25,/5384.jpg,/5384.jpg,/5384.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35 ,52, 89, 10, 96",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5386,Purple Ruffle Tunic Pant ,"5386-2T,5386-3T,5386-4T",PUrple,Purple Ruffle Tunic Pant ,Purple Ruffle Tunic Pant ,13,/5386.jpg,/5386.jpg,/5386.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 95, 37, 117",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
5387,Yellow eyelet romper,"5387-3M,5387-6M,5387-12M",Yellow,Yellow eyelet romper,Yellow eyelet romper,20,/5387.jpg,/5387.jpg,/5387.jpg,[attribute_code::frenchie_size][label::Size][position::0],[label::][attribute_code::frenchie_size][is_percent::0][pricing_value::],"35, 88, 112",admin,base,Default,configurable,Enabled,Taxable Goods,"Catalog, Search",1,1,1,9999
